Child ID,Age,Gender,Region,Abuse Type,Severity,Reported By,Support Provided,Case Outcome,Case Description,Date,Timestamp,Address,County,Notes,Confidence Score,Flagged,Case Status,Assigned Investigator
376,8.0,Other,Urban,Sexual,High,Police,Yes,Dismissed,Inappropriate comments made by caregiver. Unclear details.,2021-01-03,07:32:09,"283 Maple Ave, Jackson, MS",Rankin County,,0.0,True,Ongoing,Unassigned
377,16.0,Other,Urban,Neglect,Low,Other,Yes,Resolved,Child often appears hungry and unwashed. Unclear details.,2017-03-20,06:08:33,"605 River Rd, Biloxi, MS",Lamar County,,0.0,True,Ongoing,Unassigned
378,6.0,Male,Suburban,Physical,High,Police,Yes,Dismissed,"Frequent injuries, parents claim accidental.",2011-10-08,23:38:40,"776 Church St, Meridian, MS",Lamar County,,0.0,True,Ongoing,Unassigned
379,6.0,Male,Urban,Neglect,Medium,Parent,No,Resolved,"Repeated absence from school, reported malnutrition. Unclear details.",2023-02-06,06:20:39,"874 Maple Ave, Gulfport, MS",Jackson County,,0.0,True,Ongoing,Unassigned
380,3.0,Other,Suburban,Sexual,Medium,Parent,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unclear details.",2014-10-18,10:44:40,"340 Oak St, Gulfport, MS",Hinds County,,0.0,True,Ongoing,Unassigned
381,10.0,Female,Rural,Neglect,Medium,Other,Yes,Dismissed,"Repeated absence from school, reported malnutrition. Unconfirmed report.",2019-08-23,14:54:59,"688 Park Ave, Greenville, MS",Lamar County,,0.0,True,Ongoing,Unassigned
382,1.0,Other,Rural,Physical,Low,Police,Yes,Dismissed,"Frequent injuries, parents claim accidental. Typo heree.",2015-05-20,15:19:49,"194 Pine St, Jackson, MS",Rankin County,,0.0,True,Ongoing,Unassigned
383,14.0,Female,Suburban,Sexual,Low,Police,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Unclear details.",2016-09-26,12:49:31,"722 Highland Ave, Southaven, MS",Hinds County,,0.0,True,Ongoing,Unassigned
384,4.0,Female,Urban,Sexual,Medium,Teacher,Yes,Resolved,Inappropriate comments made by caregiver. Unclear details.,2013-10-29,18:35:47,"853 Maple Ave, Greenville, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
385,12.0,Other,Rural,Physical,High,Neighbor,Yes,Ongoing,"Frequent injuries, parents claim accidental. Unclear details.",2024-07-28,20:22:33,"301 Highland Ave, Meridian, MS",Harrison County,,0.0,True,Ongoing,Unassigned
386,6.0,Other,Urban,Physical,Low,Other,No,Resolved,"Frequent injuries, parents claim accidental.",2011-09-23,00:24:19,"245 Oak St, Hattiesburg, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
387,11.0,Other,Rural,Physical,High,Neighbor,Yes,Resolved,Seen limping and reluctant to explain. Unclear details.,2012-03-18,10:13:50,"700 Park Ave, Greenville, MS",Jackson County,,0.0,True,Ongoing,Unassigned
388,12.0,Male,Suburban,Physical,Medium,Neighbor,Yes,Resolved,"Frequent injuries, parents claim accidental.",2014-02-03,23:21:43,"491 Pine St, Tupelo, MS",Madison County,,0.0,True,Ongoing,Unassigned
389,10.0,Female,Suburban,Physical,Medium,Other,Yes,Ongoing,Child reported with bruises and scars. Typo heree.,2015-08-09,15:11:45,"425 Main St, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
390,7.0,Male,Suburban,Sexual,Medium,Police,Yes,Resolved,"Signs of trauma, reported by neighbor. Unclear details.",2010-01-02,03:07:25,"273 Highland Ave, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
391,7.0,Male,Rural,Sexual,High,Other,No,Ongoing,"Signs of trauma, reported by neighbor. Unconfirmed report.",2011-08-12,16:36:35,"663 Broadway St, Southaven, MS",Lee County,,0.0,True,Ongoing,Unassigned
392,11.0,Other,Urban,Neglect,Medium,Neighbor,No,Dismissed,Child often appears hungry and unwashed.,2021-12-20,08:17:51,"234 Park Ave, Hattiesburg, MS",Lee County,,0.0,True,Ongoing,Unassigned
393,4.0,Male,Urban,Neglect,Medium,Police,No,Resolved,"Repeated absence from school, reported malnutrition. Typo heree.",2019-10-23,14:22:41,"314 Oak St, Tupelo, MS",Jackson County,,0.0,True,Ongoing,Unassigned
394,1.0,Other,Urban,Emotional,Medium,Parent,Yes,Resolved,Reports of constant yelling and verbal abuse. Unconfirmed report.,2013-02-25,05:37:20,"637 Main St, Greenville, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
395,13.0,Female,Rural,Neglect,Low,Other,Yes,Dismissed,"No supervision at home, child wandering streets. Typo heree.",2024-01-26,11:15:19,"192 Broadway St, Hattiesburg, MS",Harrison County,,0.0,True,Ongoing,Unassigned
396,9.0,Other,Rural,Neglect,Low,Other,Yes,Dismissed,Child often appears hungry and unwashed.,2013-08-04,00:13:35,"933 Oak St, Meridian, MS",Madison County,,0.0,True,Ongoing,Unassigned
397,9.0,Male,Rural,Physical,Medium,Police,Yes,Resolved,"Frequent injuries, parents claim accidental. Unconfirmed report.",2020-08-28,22:13:33,"904 Church St, Biloxi, MS",Harrison County,,0.0,True,Ongoing,Unassigned
398,9.0,Male,Rural,Physical,Medium,Parent,No,Dismissed,Child reported with bruises and scars.,2017-05-29,07:03:13,"930 Cedar St, Jackson, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
399,10.0,Other,Rural,Neglect,Medium,Parent,No,Ongoing,"No supervision at home, child wandering streets. Unconfirmed report.",2024-09-04,05:00:45,"425 Cedar St, Tupelo, MS",Lee County,,0.0,True,Ongoing,Unassigned
400,2.0,Other,Urban,Emotional,Medium,Police,No,Ongoing,Child shows signs of withdrawal and fear.,2024-08-30,04:28:21,"467 Oak St, Horn Lake, MS",Forrest County,,0.0,True,Ongoing,Unassigned
401,6.0,Male,Rural,Physical,Medium,Teacher,No,Resolved,Child reported with bruises and scars. Unclear details.,2022-12-20,20:30:23,"325 Park Ave, Southaven, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
402,15.0,Female,Rural,Neglect,Medium,Other,No,Ongoing,"Repeated absence from school, reported malnutrition. Typo heree.",2016-02-11,11:14:18,"700 Highland Ave, Gulfport, MS",Rankin County,,0.0,True,Ongoing,Unassigned
403,3.0,Female,Urban,Neglect,Medium,Other,Yes,Ongoing,Child often appears hungry and unwashed. Unclear details.,2016-03-04,12:35:19,"165 Church St, Gulfport, MS",Lee County,,0.0,True,Ongoing,Unassigned
404,11.0,Other,Rural,Sexual,High,Neighbor,Yes,Resolved,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2019-12-12,08:59:45,"938 Main St, Tupelo, MS",Madison County,,0.0,True,Ongoing,Unassigned
405,6.0,Female,Urban,Emotional,Medium,Police,Yes,Dismissed,Low self-esteem observed by teacher. Unclear details.,2015-10-19,06:09:01,"466 Main St, Southaven, MS",Jackson County,,0.0,True,Ongoing,Unassigned
406,3.0,Male,Urban,Sexual,Medium,Neighbor,Yes,Resolved,"Signs of trauma, reported by neighbor. Unconfirmed report.",2015-04-02,23:09:07,"541 River Rd, Meridian, MS",Forrest County,,0.0,True,Ongoing,Unassigned
407,11.0,Other,Suburban,Emotional,Low,Neighbor,Yes,Ongoing,Reports of constant yelling and verbal abuse. Unconfirmed report.,2019-12-29,18:34:59,"866 River Rd, Tupelo, MS",Lamar County,,0.0,True,Ongoing,Unassigned
408,15.0,Male,Suburban,Physical,Medium,Parent,Yes,Resolved,"Frequent injuries, parents claim accidental. Unconfirmed report.",2012-02-23,22:54:39,"967 Highland Ave, Olive Branch, MS",Rankin County,,0.0,True,Ongoing,Unassigned
409,13.0,Male,Suburban,Emotional,Medium,Other,No,Resolved,Reports of constant yelling and verbal abuse.,2013-09-14,07:18:13,"956 Broadway St, Olive Branch, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
410,10.0,Female,Suburban,Neglect,Medium,Neighbor,Yes,Ongoing,"Repeated absence from school, reported malnutrition.",2014-01-23,20:43:19,"385 Highland Ave, Greenville, MS",Madison County,,0.0,True,Ongoing,Unassigned
411,6.0,Other,Rural,Neglect,Medium,Parent,No,Ongoing,Child often appears hungry and unwashed. Unclear details.,2015-06-07,05:34:14,"641 Maple Ave, Olive Branch, MS",Madison County,,0.0,True,Ongoing,Unassigned
412,15.0,Other,Suburban,Emotional,High,Police,No,Resolved,Reports of constant yelling and verbal abuse.,2015-10-16,13:53:21,"492 Main St, Horn Lake, MS",Harrison County,,0.0,True,Ongoing,Unassigned
413,7.0,Female,Urban,Emotional,Low,Neighbor,Yes,Ongoing,Child shows signs of withdrawal and fear. Unclear details.,2011-08-29,02:00:56,"520 River Rd, Horn Lake, MS",Lamar County,,0.0,True,Ongoing,Unassigned
414,15.0,Male,Rural,Emotional,Medium,Other,Yes,Ongoing,Child shows signs of withdrawal and fear.,2010-04-18,05:08:22,"950 Main St, Southaven, MS",Lee County,,0.0,True,Ongoing,Unassigned
415,9.0,Male,Suburban,Sexual,Medium,Neighbor,Yes,Ongoing,"Unusual behavior, child refuses to discuss.",2019-05-25,13:57:57,"552 Park Ave, Hattiesburg, MS",Hinds County,,0.0,True,Ongoing,Unassigned
416,2.0,Male,Urban,Emotional,Low,Police,No,Ongoing,Reports of constant yelling and verbal abuse. Unconfirmed report.,2012-01-28,07:31:18,"624 Park Ave, Biloxi, MS",Hinds County,,0.0,True,Ongoing,Unassigned
417,8.0,Male,Rural,Physical,Low,Neighbor,No,Ongoing,Seen limping and reluctant to explain. Unconfirmed report.,2023-06-25,20:21:44,"525 Pine St, Biloxi, MS",Rankin County,,0.0,True,Ongoing,Unassigned
418,2.0,Other,Rural,Sexual,Medium,Other,No,Ongoing,Inappropriate comments made by caregiver.,2018-07-26,08:27:14,"985 Maple Ave, Meridian, MS",Lee County,,0.0,True,Ongoing,Unassigned
419,11.0,Other,Suburban,Sexual,Low,Parent,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Typo heree.",2017-04-15,15:43:48,"307 Broadway St, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
420,7.0,Female,Rural,Emotional,Low,Other,Yes,Resolved,Low self-esteem observed by teacher. Typo heree.,2023-12-05,22:10:45,"515 Oak St, Meridian, MS",Lee County,,0.0,True,Ongoing,Unassigned
421,6.0,Female,Urban,Physical,Low,Parent,Yes,Ongoing,Seen limping and reluctant to explain. Unconfirmed report.,2020-08-07,07:28:05,"261 Broadway St, Hattiesburg, MS",Harrison County,,0.0,True,Ongoing,Unassigned
422,10.0,Other,Rural,Sexual,Medium,Teacher,No,Resolved,"Unusual behavior, child refuses to discuss. Unclear details.",2015-08-15,01:27:18,"622 Maple Ave, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
423,5.0,Other,Urban,Neglect,Medium,Other,Yes,Dismissed,"No supervision at home, child wandering streets. Unclear details.",2019-11-14,00:03:06,"869 Pine St, Horn Lake, MS",Harrison County,,0.0,True,Ongoing,Unassigned
424,11.0,Male,Rural,Sexual,Medium,Other,Yes,Ongoing,Inappropriate comments made by caregiver.,2021-07-19,14:15:11,"260 Main St, Biloxi, MS",Harrison County,,0.0,True,Ongoing,Unassigned
425,1.0,Male,Suburban,Emotional,High,Police,Yes,Resolved,Low self-esteem observed by teacher. Unclear details.,2013-05-15,15:52:16,"501 Broadway St, Hattiesburg, MS",Lamar County,,0.0,True,Ongoing,Unassigned
426,2.0,Female,Urban,Physical,Medium,Neighbor,Yes,Ongoing,Seen limping and reluctant to explain. Unclear details.,2016-01-16,11:23:04,"536 Church St, Tupelo, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
427,1.0,Other,Rural,Emotional,Medium,Parent,Yes,Ongoing,Reports of constant yelling and verbal abuse. Unclear details.,2021-10-10,14:16:54,"941 Park Ave, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
428,2.0,Female,Rural,Neglect,High,Parent,Yes,Ongoing,Child often appears hungry and unwashed.,2022-02-25,16:34:56,"333 Main St, Gulfport, MS",Rankin County,,0.0,True,Ongoing,Unassigned
429,4.0,Other,Rural,Neglect,Medium,Police,Yes,Ongoing,Child often appears hungry and unwashed. Typo heree.,2022-07-07,21:44:31,"808 Broadway St, Tupelo, MS",Madison County,,0.0,True,Ongoing,Unassigned
430,12.0,Male,Urban,Neglect,Medium,Police,Yes,Ongoing,"Repeated absence from school, reported malnutrition. Typo heree.",2015-05-15,21:07:48,"459 River Rd, Biloxi, MS",Jackson County,,0.0,True,Ongoing,Unassigned
431,1.0,Female,Urban,Emotional,Medium,Neighbor,No,Ongoing,Reports of constant yelling and verbal abuse.,2012-11-29,02:01:22,"199 Cedar St, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
432,1.0,Female,Urban,Sexual,Low,Neighbor,No,Ongoing,Inappropriate comments made by caregiver. Typo heree.,2012-07-21,13:52:42,"231 River Rd, Greenville, MS",Jackson County,,0.0,True,Ongoing,Unassigned
433,14.0,Other,Suburban,Emotional,Medium,Other,Yes,Dismissed,Low self-esteem observed by teacher. Unconfirmed report.,2024-03-03,19:58:17,"764 River Rd, Greenville, MS",Hinds County,,0.0,True,Ongoing,Unassigned
434,4.0,Male,Suburban,Physical,Medium,Teacher,No,Dismissed,"Frequent injuries, parents claim accidental. Unconfirmed report.",2018-10-11,13:12:39,"771 Park Ave, Jackson, MS",Rankin County,,0.0,True,Ongoing,Unassigned
435,5.0,Female,Urban,Sexual,Medium,Neighbor,Yes,Ongoing,Inappropriate comments made by caregiver.,2021-03-13,19:58:01,"626 River Rd, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
436,11.0,Male,Rural,Neglect,Low,Police,Yes,Ongoing,"Repeated absence from school, reported malnutrition.",2019-06-09,19:27:52,"456 Maple Ave, Meridian, MS",Forrest County,,0.0,True,Ongoing,Unassigned
437,13.0,Female,Suburban,Emotional,High,Neighbor,No,Dismissed,Reports of constant yelling and verbal abuse. Typo heree.,2017-03-03,11:00:09,"437 Church St, Meridian, MS",Lamar County,,0.0,True,Ongoing,Unassigned
438,16.0,Male,Urban,Neglect,Medium,Parent,No,Dismissed,"Repeated absence from school, reported malnutrition. Typo heree.",2011-07-07,23:49:38,"569 River Rd, Southaven, MS",Rankin County,,0.0,True,Ongoing,Unassigned
439,13.0,Other,Rural,Neglect,Medium,Teacher,No,Dismissed,Child often appears hungry and unwashed.,2011-05-24,17:45:04,"368 Church St, Gulfport, MS",Jackson County,,0.0,True,Ongoing,Unassigned
440,2.0,Female,Suburban,Physical,High,Other,Yes,Ongoing,Child reported with bruises and scars.,2011-02-24,18:13:18,"562 Park Ave, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
441,16.0,Female,Rural,Sexual,Medium,Parent,Yes,Resolved,"Signs of trauma, reported by neighbor. Typo heree.",2024-01-07,13:39:22,"691 Church St, Tupelo, MS",Hinds County,,0.0,True,Ongoing,Unassigned
442,6.0,Male,Rural,Physical,High,Parent,No,Resolved,Seen limping and reluctant to explain.,2021-04-13,23:05:22,"250 Church St, Meridian, MS",Madison County,,0.0,True,Ongoing,Unassigned
443,14.0,Male,Rural,Physical,Medium,Teacher,Yes,Resolved,Child reported with bruises and scars. Unconfirmed report.,2018-10-22,15:16:12,"587 Oak St, Olive Branch, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
444,1.0,Female,Rural,Physical,Low,Other,Yes,Resolved,Seen limping and reluctant to explain. Unconfirmed report.,2017-12-29,05:46:26,"337 Highland Ave, Meridian, MS",Lee County,,0.0,True,Ongoing,Unassigned
445,17.0,Other,Suburban,Neglect,Medium,Police,No,Ongoing,"No supervision at home, child wandering streets. Unclear details.",2024-12-17,02:33:27,"824 Church St, Greenville, MS",Rankin County,,0.0,True,Ongoing,Unassigned
446,11.0,Male,Suburban,Physical,Medium,Other,No,Resolved,Seen limping and reluctant to explain. Unconfirmed report.,2016-09-05,16:19:43,"936 Church St, Jackson, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
447,3.0,Male,Suburban,Physical,Medium,Neighbor,No,Dismissed,Seen limping and reluctant to explain. Unconfirmed report.,2016-09-18,13:59:05,"192 Main St, Gulfport, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
448,11.0,Male,Urban,Sexual,High,Parent,Yes,Dismissed,"Unusual behavior, child refuses to discuss. Unconfirmed report.",2018-06-03,03:01:17,"941 River Rd, Jackson, MS",Lee County,,0.0,True,Ongoing,Unassigned
449,5.0,Female,Suburban,Sexual,Medium,Neighbor,No,Resolved,Inappropriate comments made by caregiver. Unconfirmed report.,2013-06-15,10:58:49,"220 Oak St, Meridian, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
450,17.0,Female,Rural,Physical,Medium,Police,Yes,Dismissed,"Frequent injuries, parents claim accidental. Typo heree.",2013-07-02,16:09:58,"806 Highland Ave, Southaven, MS",Harrison County,,0.0,True,Ongoing,Unassigned
451,7.0,Female,Suburban,Sexual,High,Neighbor,Yes,Ongoing,"Signs of trauma, reported by neighbor.",2010-01-17,03:46:58,"967 Cedar St, Olive Branch, MS",Madison County,,0.0,True,Ongoing,Unassigned
452,10.0,Female,Rural,Sexual,Medium,Other,Yes,Resolved,"Unusual behavior, child refuses to discuss. Typo heree.",2017-02-01,18:27:48,"877 Highland Ave, Gulfport, MS",Forrest County,,0.0,True,Ongoing,Unassigned
453,11.0,Other,Urban,Physical,Medium,Neighbor,Yes,Resolved,"Frequent injuries, parents claim accidental. Unconfirmed report.",2011-01-10,03:58:21,"981 Oak St, Biloxi, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
454,3.0,Other,Rural,Neglect,High,Police,Yes,Ongoing,"No supervision at home, child wandering streets. Unconfirmed report.",2015-12-03,14:28:11,"300 Oak St, Horn Lake, MS",Jackson County,,0.0,True,Ongoing,Unassigned
455,10.0,Female,Rural,Physical,Low,Police,Yes,Dismissed,Seen limping and reluctant to explain.,2020-10-24,16:25:13,"113 Church St, Biloxi, MS",Hinds County,,0.0,True,Ongoing,Unassigned
456,10.0,Other,Rural,Sexual,Medium,Police,Yes,Ongoing,Inappropriate comments made by caregiver.,2023-05-20,00:33:14,"131 Maple Ave, Greenville, MS",Forrest County,,0.0,True,Ongoing,Unassigned
457,14.0,Male,Urban,Neglect,High,Other,Yes,Ongoing,"No supervision at home, child wandering streets. Typo heree.",2024-01-10,13:04:20,"436 Maple Ave, Jackson, MS",Forrest County,,0.0,True,Ongoing,Unassigned
458,12.0,Male,Suburban,Emotional,Medium,Police,Yes,Dismissed,Reports of constant yelling and verbal abuse.,2024-04-21,12:18:28,"344 Broadway St, Greenville, MS",Madison County,,0.0,True,Ongoing,Unassigned
459,15.0,Male,Suburban,Neglect,Medium,Parent,Yes,Ongoing,"No supervision at home, child wandering streets.",2019-12-09,08:26:43,"829 Highland Ave, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
460,10.0,Female,Urban,Sexual,Medium,Police,Yes,Dismissed,"Signs of trauma, reported by neighbor. Unconfirmed report.",2020-04-28,13:17:41,"320 Highland Ave, Jackson, MS",Madison County,,0.0,True,Ongoing,Unassigned
461,10.0,Male,Rural,Neglect,Medium,Neighbor,No,Dismissed,"No supervision at home, child wandering streets.",2012-12-05,05:45:51,"931 Broadway St, Tupelo, MS",Jackson County,,0.0,True,Ongoing,Unassigned
462,1.0,Other,Suburban,Physical,High,Neighbor,No,Ongoing,Child reported with bruises and scars. Typo heree.,2015-04-18,16:38:00,"853 River Rd, Biloxi, MS",Lee County,,0.0,True,Ongoing,Unassigned
463,10.0,Female,Urban,Emotional,Low,Neighbor,Yes,Dismissed,Low self-esteem observed by teacher. Unconfirmed report.,2010-04-19,16:52:17,"201 Maple Ave, Greenville, MS",Lee County,,0.0,True,Ongoing,Unassigned
464,2.0,Other,Suburban,Emotional,Low,Other,No,Ongoing,Low self-esteem observed by teacher. Unconfirmed report.,2020-12-21,06:38:35,"983 River Rd, Meridian, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
465,17.0,Male,Urban,Emotional,Low,Neighbor,Yes,Dismissed,Child shows signs of withdrawal and fear. Unclear details.,2012-02-05,00:48:42,"799 Oak St, Tupelo, MS",Forrest County,,0.0,True,Ongoing,Unassigned
466,7.0,Male,Rural,Sexual,Medium,Other,Yes,Resolved,Inappropriate comments made by caregiver. Unclear details.,2023-05-06,00:05:11,"771 Church St, Olive Branch, MS",Harrison County,,0.0,True,Ongoing,Unassigned
467,7.0,Male,Suburban,Sexual,Medium,Other,No,Dismissed,Inappropriate comments made by caregiver. Unconfirmed report.,2015-03-29,07:18:50,"984 Park Ave, Southaven, MS",Hinds County,,0.0,True,Ongoing,Unassigned
468,9.0,Female,Urban,Emotional,High,Police,Yes,Dismissed,Low self-esteem observed by teacher. Unconfirmed report.,2024-04-05,15:31:40,"329 River Rd, Hattiesburg, MS",Madison County,,0.0,True,Ongoing,Unassigned
469,2.0,Other,Suburban,Neglect,Medium,Parent,No,Ongoing,Child often appears hungry and unwashed.,2015-02-21,14:42:10,"578 Cedar St, Biloxi, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
470,14.0,Female,Suburban,Emotional,Medium,Police,Yes,Dismissed,Low self-esteem observed by teacher. Unclear details.,2024-05-28,08:17:22,"725 Cedar St, Gulfport, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
471,17.0,Female,Suburban,Neglect,Low,Police,No,Resolved,"Repeated absence from school, reported malnutrition. Unclear details.",2012-05-29,15:24:40,"591 Main St, Hattiesburg, MS",Lowndes County,,0.0,True,Ongoing,Unassigned
472,1.0,Male,Suburban,Neglect,Medium,Other,Yes,Resolved,"No supervision at home, child wandering streets.",2011-05-23,01:35:31,"654 Cedar St, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
473,9.0,Female,Urban,Sexual,Medium,Other,Yes,Dismissed,"Signs of trauma, reported by neighbor. Unconfirmed report.",2011-05-24,15:45:03,"471 Park Ave, Gulfport, MS",Forrest County,,0.0,True,Ongoing,Unassigned
474,4.0,Female,Rural,Neglect,Low,Neighbor,Yes,Dismissed,Child often appears hungry and unwashed. Unclear details.,2014-12-28,21:11:19,"988 Broadway St, Hattiesburg, MS",Hinds County,,0.0,True,Ongoing,Unassigned
475,8.0,Male,Urban,Emotional,Low,Neighbor,No,Resolved,Child shows signs of withdrawal and fear. Unconfirmed report.,2021-04-06,19:42:23,"278 River Rd, Horn Lake, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
476,13.0,Female,Urban,Sexual,Low,Police,Yes,Ongoing,"Unusual behavior, child refuses to discuss. Unclear details.",2020-01-29,15:29:35,"968 Maple Ave, Hattiesburg, MS",Forrest County,,0.0,True,Ongoing,Unassigned
477,4.0,Male,Urban,Physical,Low,Teacher,No,Resolved,"Frequent injuries, parents claim accidental. Typo heree.",2014-11-10,07:45:50,"428 Pine St, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
478,9.0,Male,Rural,Physical,Medium,Teacher,Yes,Resolved,Seen limping and reluctant to explain. Typo heree.,2013-06-22,04:30:24,"919 River Rd, Southaven, MS",Lamar County,,0.0,True,Ongoing,Unassigned
479,9.0,Male,Suburban,Sexual,Low,Neighbor,Yes,Dismissed,Inappropriate comments made by caregiver. Unconfirmed report.,2013-08-07,05:48:52,"327 Cedar St, Meridian, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
480,12.0,Male,Suburban,Emotional,Medium,Teacher,Yes,Dismissed,Reports of constant yelling and verbal abuse. Unclear details.,2019-12-16,16:30:05,"207 River Rd, Olive Branch, MS",DeSoto County,,0.0,True,Ongoing,Unassigned
481,10.0,Female,Suburban,Physical,High,Neighbor,Yes,Resolved,"Frequent injuries, parents claim accidental. Unclear details.",2020-11-03,09:31:19,"274 Broadway St, Horn Lake, MS",Rankin County,,0.0,True,Ongoing,Unassigned
482,11.0,Male,Rural,Physical,Medium,Other,No,Ongoing,"Frequent injuries, parents claim accidental. Unclear details.",2018-12-05,19:43:16,"752 River Rd, Gulfport, MS",Lee County,,0.0,True,Ongoing,Unassigned
483,7.0,Male,Suburban,Neglect,High,Police,Yes,Resolved,"Repeated absence from school, reported malnutrition. Unclear details.",2022-01-30,01:34:51,"703 River Rd, Olive Branch, MS",Jackson County,,0.0,True,Ongoing,Unassigned
484,9.0,Female,Rural,Neglect,Medium,Parent,Yes,Resolved,Child often appears hungry and unwashed. Typo heree.,2021-08-11,19:26:25,"754 Highland Ave, Biloxi, MS",Forrest County,,0.0,True,Ongoing,Unassigned
485,6.0,Female,Suburban,Emotional,Medium,Police,Yes,Ongoing,Reports of constant yelling and verbal abuse. Typo heree.,2013-08-22,15:11:37,"706 Church St, Southaven, MS",Lamar County,,0.0,True,Ongoing,Unassigned
486,16.0,Other,Suburban,Sexual,High,Neighbor,Yes,Resolved,"Signs of trauma, reported by neighbor. Typo heree.",2014-08-08,15:29:47,"425 Oak St, Gulfport, MS",Rankin County,,0.0,True,Ongoing,Unassigned
487,15.0,Female,Urban,Emotional,Low,Neighbor,No,Resolved,Child shows signs of withdrawal and fear. Typo heree.,2012-05-13,11:16:13,"720 River Rd, Southaven, MS",Madison County,,0.0,True,Ongoing,Unassigned
488,7.0,Female,Rural,Sexual,High,Police,Yes,Dismissed,"Signs of trauma, reported by neighbor. Typo heree.",2024-12-22,21:54:46,"881 Church St, Jackson, MS",Jackson County,,0.0,True,Ongoing,Unassigned
489,16.0,Other,Urban,Physical,Low,Neighbor,Yes,Ongoing,Seen limping and reluctant to explain. Unconfirmed report.,2021-02-10,10:29:48,"670 Pine St, Southaven, MS",Rankin County,,0.0,True,Ongoing,Unassigned
490,5.0,Female,Urban,Neglect,Medium,Teacher,No,Dismissed,Child often appears hungry and unwashed. Unconfirmed report.,2016-10-01,08:57:48,"327 River Rd, Southaven, MS",Madison County,,0.0,True,Ongoing,Unassigned
491,16.0,Female,Urban,Emotional,Low,Teacher,No,Dismissed,Low self-esteem observed by teacher. Unconfirmed report.,2013-07-01,17:22:38,"227 Highland Ave, Tupelo, MS",Madison County,,0.0,True,Ongoing,Unassigned
492,1.0,Female,Rural,Emotional,Medium,Neighbor,Yes,Ongoing,Reports of constant yelling and verbal abuse. Typo heree.,2010-08-26,18:41:47,"798 Highland Ave, Greenville, MS",Lee County,,0.0,True,Ongoing,Unassigned
493,5.0,Female,Rural,Sexual,Medium,Neighbor,Yes,Ongoing,"Signs of trauma, reported by neighbor. Unconfirmed report.",2012-03-25,19:51:27,"260 Oak St, Tupelo, MS",Forrest County,,0.0,True,Ongoing,Unassigned
494,7.0,Other,Suburban,Sexual,Medium,Teacher,Yes,Resolved,Inappropriate comments made by caregiver. Typo heree.,2020-03-29,07:42:14,"574 Park Ave, Southaven, MS",Rankin County,,0.0,True,Ongoing,Unassigned
495,5.0,Female,Urban,Emotional,Medium,Neighbor,Yes,Dismissed,Child shows signs of withdrawal and fear. Unclear details.,2024-11-03,09:39:20,"609 Maple Ave, Horn Lake, MS",Hinds County,,0.0,True,Ongoing,Unassigned
496,17.0,Female,Suburban,Sexual,Medium,Neighbor,No,Ongoing,"Signs of trauma, reported by neighbor. Unconfirmed report.",2012-03-07,05:13:32,"744 Church St, Gulfport, MS",Harrison County,,0.0,True,Ongoing,Unassigned
497,8.0,Other,Urban,Emotional,Low,Police,Yes,Dismissed,Child shows signs of withdrawal and fear. Unconfirmed report.,2019-07-11,00:54:25,"113 Park Ave, Biloxi, MS",Madison County,,0.0,True,Ongoing,Unassigned
498,1.0,Male,Rural,Emotional,Medium,Parent,Yes,Dismissed,Child shows signs of withdrawal and fear. Typo heree.,2017-08-31,21:44:46,"463 River Rd, Biloxi, MS",Jackson County,,0.0,True,Ongoing,Unassigned
